"ID","X","Y","Elevation","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
1,399437.582,3875969.533,0.057,0,0,0,0,,,1
2,399437.752,3875969.367,0.065,0.2377,0.2377,0.2379,0.2379,1.8,3.2,1
3,399437.922,3875969.200,0.071,0.2377,0.4755,0.2378,0.4757,1.5,2.6,1
4,399438.091,3875969.034,0.075,0.2377,0.713,0.2378,0.713,1.0,1.7,1
5,399438.261,3875968.868,0.075,0.2377,0.951,0.2377,0.951,0.0,0.1,1
6,399438.431,3875968.702,0.073,0.2377,1.189,0.2377,1.189,0.4,0.7,1
7,399438.601,3875968.536,0.071,0.2377,1.426,0.2378,1.427,0.7,1.2,1
8,399438.771,3875968.370,0.068,0.2377,1.664,0.2378,1.664,0.6,1.1,1
9,399438.941,3875968.203,0.064,0.2377,1.902,0.2378,1.902,0.8,1.4,1
10,399439.111,3875968.037,0.06,0.2377,2.14,0.2378,2.14,1.1,2.0,1
11,399439.281,3875967.871,0.055,0.2377,2.377,0.2378,2.378,1.1,2.0,1
12,399439.451,3875967.705,0.049,0.2377,2.615,0.2378,2.616,1.5,2.7,1
13,399439.621,3875967.539,0.043,0.2377,2.853,0.2378,2.853,1.4,2.5,1
14,399439.791,3875967.373,0.036,0.2377,3.091,0.2378,3.091,1.5,2.6,1
15,399439.961,3875967.206,0.031,0.2377,3.328,0.2378,3.329,1.3,2.3,1
16,399440.131,3875967.040,0.026,0.2377,3.566,0.2378,3.567,1.1,1.9,1
17,399440.300,3875966.874,0.024,0.2377,3.804,0.2378,3.805,0.6,1.1,1
18,399440.470,3875966.708,0.023,0.2377,4.042,0.2377,4.042,0.2,0.4,1
19,399440.640,3875966.542,0.023,0.2377,4.279,0.2377,4.28,0.1,0.1,1
20,399440.810,3875966.375,0.025,0.2377,4.517,0.2377,4.518,0.4,0.7,1
21,399440.980,3875966.209,0.026,0.2377,4.755,0.2377,4.756,0.4,0.7,1
22,399441.150,3875966.043,0.029,0.2377,4.993,0.2378,4.993,0.6,1.0,1
23,399441.320,3875965.877,0.03,0.2377,5.23,0.2377,5.231,0.4,0.8,1
24,399441.490,3875965.711,0.033,0.2377,5.468,0.2378,5.469,0.6,1.0,1
25,399441.660,3875965.545,0.035,0.2377,5.706,0.2377,5.707,0.5,0.8,1
26,399441.830,3875965.378,0.037,0.2377,5.943,0.2378,5.944,0.6,1.0,1
27,399442.000,3875965.212,0.039,0.2377,6.181,0.2377,6.182,0.5,0.9,1
28,399442.170,3875965.046,0.04,0.2377,6.419,0.2377,6.42,0.2,0.4,1
29,399442.340,3875964.880,0.042,0.2377,6.657,0.2377,6.658,0.3,0.6,1
30,399442.509,3875964.714,0.04,0.2377,6.894,0.2377,6.895,0.3,0.5,1
31,399442.679,3875964.547,0.038,0.2377,7.132,0.2378,7.133,0.6,1.1,1
32,399442.849,3875964.381,0.034,0.2377,7.37,0.2378,7.371,0.9,1.5,1
33,399443.019,3875964.215,0.03,0.2377,7.608,0.2378,7.609,1.0,1.7,1
34,399443.189,3875964.049,0.029,0.2377,7.845,0.2377,7.846,0.3,0.5,1
35,399443.359,3875963.883,0.03,0.2377,8.083,0.2377,8.084,0.4,0.6,1
36,399443.529,3875963.717,0.033,0.2377,8.321,0.2378,8.322,0.8,1.3,1
37,399443.699,3875963.550,0.037,0.2377,8.559,0.2378,8.56,0.9,1.5,1
38,399443.869,3875963.384,0.04,0.2377,8.796,0.2378,8.797,0.7,1.2,1
39,399444.039,3875963.218,0.043,0.2377,9.034,0.2378,9.035,0.7,1.2,1
40,399444.209,3875963.052,0.046,0.2377,9.272,0.2378,9.273,0.7,1.2,1
41,399444.379,3875962.886,0.048,0.2377,9.51,0.2378,9.511,0.7,1.2,1
42,399444.549,3875962.719,0.052,0.2377,9.747,0.2378,9.748,0.8,1.4,1
43,399444.718,3875962.553,0.054,0.2377,9.985,0.2378,9.986,0.6,1.1,1
44,399444.888,3875962.387,0.057,0.2377,10.223,0.2378,10.224,0.6,1.0,1
45,399445.058,3875962.221,0.058,0.2377,10.461,0.2377,10.462,0.2,0.4,1
46,399445.228,3875962.055,0.057,0.2377,10.698,0.2377,10.699,0.2,0.4,1
47,399445.398,3875961.889,0.055,0.2377,10.936,0.2377,10.937,0.5,0.8,1
48,399445.568,3875961.722,0.053,0.2377,11.174,0.2378,11.175,0.6,1.0,1
49,399445.738,3875961.556,0.051,0.2377,11.411,0.2377,11.413,0.3,0.5,1
50,399445.908,3875961.390,0.052,0.2377,11.649,0.2377,11.65,0.2,0.3,1
51,399446.078,3875961.224,0.054,0.2377,11.887,0.2377,11.888,0.5,0.9,1
52,399446.248,3875961.058,0.058,0.2377,12.125,0.2378,12.126,0.9,1.6,1
53,399446.418,3875960.892,0.063,0.2377,12.362,0.2378,12.364,1.1,2.0,1
54,399446.588,3875960.725,0.065,0.2377,12.6,0.2378,12.601,0.6,1.0,1
55,399446.757,3875960.559,0.065,0.2377,12.838,0.2377,12.839,0.0,0.1,1
56,399446.927,3875960.393,0.061,0.2377,13.076,0.2378,13.077,0.9,1.6,1
57,399447.097,3875960.227,0.056,0.2377,13.313,0.2378,13.315,1.4,2.4,1
58,399447.267,3875960.061,0.049,0.2377,13.551,0.2378,13.553,1.7,2.9,1
59,399447.437,3875959.894,0.042,0.2377,13.789,0.2378,13.79,1.6,2.8,1
60,399447.607,3875959.728,0.038,0.2377,14.027,0.2378,14.028,1.0,1.7,1
61,399447.777,3875959.562,0.039,0.2377,14.264,0.2377,14.266,0.1,0.2,1
62,399447.947,3875959.396,0.043,0.2377,14.502,0.2378,14.504,1.1,1.9,1
63,399448.117,3875959.230,0.05,0.2377,14.74,0.2378,14.741,1.5,2.6,1
64,399448.287,3875959.064,0.055,0.2377,14.978,0.2378,14.979,1.4,2.4,1
65,399448.457,3875958.897,0.06,0.2377,15.215,0.2378,15.217,1.1,1.9,1
66,399448.627,3875958.731,0.064,0.2377,15.453,0.2378,15.455,0.9,1.6,1
67,399448.797,3875958.565,0.067,0.2377,15.691,0.2378,15.693,0.9,1.5,1
68,399448.966,3875958.399,0.07,0.2377,15.929,0.2378,15.93,0.7,1.2,1
69,399449.136,3875958.233,0.072,0.2377,16.166,0.2377,16.168,0.3,0.6,1
70,399449.306,3875958.066,0.07,0.2377,16.404,0.2377,16.406,0.3,0.6,1
71,399449.476,3875957.900,0.066,0.2377,16.642,0.2378,16.644,0.9,1.5,1
72,399449.646,3875957.734,0.063,0.2377,16.879,0.2378,16.881,0.9,1.5,1
73,399449.816,3875957.568,0.058,0.2377,17.117,0.2378,17.119,1.1,1.9,1
74,399449.986,3875957.402,0.055,0.2377,17.355,0.2378,17.357,0.8,1.4,1
75,399450.156,3875957.236,0.053,0.2377,17.593,0.2378,17.595,0.6,1.0,1
76,399450.326,3875957.069,0.051,0.2377,17.83,0.2377,17.832,0.3,0.5,1
77,399450.496,3875956.903,0.052,0.2377,18.068,0.2377,18.07,0.1,0.2,1
78,399450.666,3875956.737,0.054,0.2377,18.306,0.2377,18.308,0.5,0.8,1
79,399450.836,3875956.571,0.057,0.2377,18.544,0.2378,18.546,0.7,1.2,1
80,399451.006,3875956.405,0.06,0.2377,18.781,0.2378,18.783,0.8,1.3,1
81,399451.175,3875956.239,0.064,0.2377,19.019,0.2378,19.021,1.1,1.9,1
82,399451.345,3875956.072,0.069,0.2377,19.257,0.2378,19.259,1.1,2.0,1
83,399451.515,3875955.906,0.075,0.2377,19.495,0.2378,19.497,1.4,2.5,1
84,399451.685,3875955.740,0.08,0.2377,19.732,0.2378,19.735,1.2,2.2,1
85,399451.855,3875955.574,0.084,0.2377,19.97,0.2378,19.972,1.0,1.7,1
86,399452.025,3875955.408,0.087,0.2377,20.208,0.2378,20.21,0.7,1.2,1
87,399452.195,3875955.241,0.089,0.2377,20.446,0.2377,20.448,0.4,0.6,1
88,399452.365,3875955.075,0.09,0.2377,20.683,0.2377,20.686,0.2,0.4,1
89,399452.535,3875954.909,0.09,0.2377,20.921,0.2377,20.923,0.1,0.2,1
90,399452.705,3875954.743,0.091,0.2377,21.159,0.2377,21.161,0.1,0.2,1
91,399452.875,3875954.577,0.093,0.2377,21.397,0.2377,21.399,0.5,0.9,1
92,399453.045,3875954.411,0.096,0.2377,21.634,0.2378,21.637,0.7,1.2,1
93,399453.215,3875954.244,0.098,0.2377,21.872,0.2378,21.874,0.6,1.1,1
94,399453.384,3875954.078,0.101,0.2377,22.11,0.2378,22.112,0.6,1.0,1
95,399453.554,3875953.912,0.102,0.2377,22.347,0.2377,22.35,0.4,0.6,1
96,399453.724,3875953.746,0.103,0.2377,22.585,0.2377,22.588,0.2,0.4,1
97,399453.894,3875953.580,0.104,0.2377,22.823,0.2377,22.825,0.2,0.3,1
98,399454.064,3875953.413,0.104,0.2377,23.061,0.2377,23.063,0.1,0.1,1
99,399454.234,3875953.247,0.105,0.2377,23.298,0.2377,23.301,0.3,0.6,1
100,399454.404,3875953.081,0.107,0.2377,23.536,0.2377,23.539,0.5,0.9,1
101,399454.574,3875952.915,0.111,0.2377,23.774,0.2378,23.776,0.8,1.3,1
102,399454.744,3875952.749,0.115,0.2377,24.012,0.2378,24.014,1.0,1.8,1
103,399454.914,3875952.583,0.118,0.2377,24.249,0.2378,24.252,0.8,1.4,1
104,399455.084,3875952.416,0.122,0.2377,24.487,0.2378,24.49,1.0,1.7,1
105,399455.254,3875952.250,0.126,0.2377,24.725,0.2378,24.727,0.8,1.4,1
106,399455.424,3875952.084,0.128,0.2377,24.963,0.2378,24.965,0.7,1.1,1
107,399455.593,3875951.918,0.13,0.2377,25.2,0.2377,25.203,0.5,0.8,1
108,399455.763,3875951.752,0.133,0.2377,25.438,0.2378,25.441,0.6,1.1,1
109,399455.933,3875951.586,0.135,0.2377,25.676,0.2378,25.678,0.6,1.1,1
110,399456.103,3875951.419,0.138,0.2377,25.914,0.2378,25.916,0.7,1.2,1
111,399456.273,3875951.253,0.142,0.2377,26.151,0.2378,26.154,0.8,1.4,1
112,399456.443,3875951.087,0.145,0.2377,26.389,0.2378,26.392,0.8,1.4,1
113,399456.613,3875950.921,0.148,0.2377,26.627,0.2378,26.629,0.7,1.3,1
114,399456.783,3875950.755,0.15,0.2377,26.865,0.2377,26.867,0.4,0.8,1
115,399456.953,3875950.588,0.15,0.2377,27.102,0.2377,27.105,0.0,0.1,1
116,399457.123,3875950.422,0.149,0.2377,27.34,0.2377,27.343,0.1,0.2,1
117,399457.293,3875950.256,0.149,0.2377,27.578,0.2377,27.58,0.1,0.1,1
118,399457.463,3875950.090,0.15,0.2377,27.815,0.2377,27.818,0.4,0.7,1
119,399457.633,3875949.924,0.152,0.2377,28.053,0.2377,28.056,0.5,0.9,1
120,399457.802,3875949.758,0.154,0.2377,28.291,0.2377,28.294,0.5,0.8,1
121,399457.972,3875949.591,0.156,0.2377,28.529,0.2377,28.531,0.3,0.6,1
122,399458.142,3875949.425,0.157,0.2377,28.766,0.2377,28.769,0.3,0.6,1
123,399458.312,3875949.259,0.16,0.2377,29.004,0.2378,29.007,0.8,1.4,1
124,399458.482,3875949.093,0.166,0.2377,29.242,0.2378,29.245,1.3,2.4,1
125,399458.652,3875948.927,0.173,0.2377,29.48,0.2379,29.483,1.8,3.1,1
126,399458.822,3875948.760,0.181,0.2377,29.717,0.2379,29.72,1.9,3.4,1
127,399458.992,3875948.594,0.189,0.2377,29.955,0.2379,29.958,1.8,3.1,1
128,399459.162,3875948.428,0.195,0.2377,30.193,0.2378,30.196,1.5,2.7,1
129,399459.332,3875948.262,0.199,0.2377,30.431,0.2378,30.434,0.9,1.6,1
130,399459.502,3875948.096,0.201,0.2377,30.668,0.2377,30.672,0.4,0.6,1
131,399459.672,3875947.930,0.201,0.2377,30.906,0.2377,30.909,0.2,0.3,1
132,399459.842,3875947.763,0.203,0.2377,31.144,0.2377,31.147,0.5,0.9,1
133,399460.011,3875947.597,0.207,0.2377,31.382,0.2378,31.385,1.0,1.7,1
134,399460.181,3875947.431,0.212,0.2377,31.619,0.2378,31.623,1.2,2.1,1
135,399460.351,3875947.265,0.216,0.2377,31.857,0.2378,31.86,0.9,1.5,1
136,399460.521,3875947.099,0.218,0.2377,32.095,0.2378,32.098,0.6,1.0,1
137,399460.691,3875946.933,0.219,0.2377,32.333,0.2377,32.336,0.3,0.5,1
138,399460.861,3875946.766,0.22,0.2377,32.57,0.2377,32.574,0.2,0.4,1
139,399461.031,3875946.600,0.221,0.2377,32.808,0.2377,32.811,0.2,0.3,1
140,399461.201,3875946.434,0.221,0.2377,33.046,0.2377,33.049,0.1,0.2,1
141,399461.371,3875946.268,0.223,0.2377,33.283,0.2377,33.287,0.3,0.6,1
142,399461.541,3875946.102,0.224,0.2377,33.521,0.2377,33.525,0.3,0.6,1
143,399461.711,3875945.935,0.227,0.2377,33.759,0.2378,33.762,0.6,1.1,1
144,399461.881,3875945.769,0.23,0.2377,33.997,0.2378,34,0.7,1.2,1
145,399462.051,3875945.603,0.233,0.2377,34.234,0.2378,34.238,0.8,1.5,1
146,399462.220,3875945.437,0.237,0.2377,34.472,0.2378,34.476,1.0,1.8,1
147,399462.390,3875945.271,0.242,0.2377,34.71,0.2378,34.713,1.1,2.0,1
148,399462.560,3875945.105,0.247,0.2377,34.948,0.2378,34.951,1.2,2.2,1
149,399462.730,3875944.938,0.254,0.2377,35.185,0.2378,35.189,1.6,2.8,1
150,399462.900,3875944.772,0.261,0.2377,35.423,0.2379,35.427,1.8,3.2,1
151,399463.070,3875944.606,0.269,0.2377,35.661,0.2379,35.665,2.0,3.5,1
152,399463.240,3875944.440,0.276,0.2377,35.899,0.2378,35.903,1.7,3.0,1
153,399463.410,3875944.274,0.281,0.2377,36.136,0.2378,36.14,1.0,1.7,1
154,399463.580,3875944.107,0.281,0.2377,36.374,0.2377,36.378,0.1,0.2,1
155,399463.750,3875943.941,0.28,0.2377,36.612,0.2377,36.616,0.2,0.3,1
156,399463.920,3875943.775,0.279,0.2377,36.85,0.2377,36.854,0.4,0.6,1
157,399464.090,3875943.609,0.279,0.2377,37.087,0.2377,37.091,0.1,0.1,1
158,399464.260,3875943.443,0.279,0.2377,37.325,0.2377,37.329,0.1,0.1,1
159,399464.429,3875943.277,0.281,0.2377,37.563,0.2377,37.567,0.5,0.8,1
160,399464.599,3875943.110,0.283,0.2377,37.801,0.2377,37.805,0.5,0.8,1
161,399464.769,3875942.944,0.286,0.2377,38.038,0.2378,38.042,0.7,1.3,1
162,399464.939,3875942.778,0.289,0.2377,38.276,0.2378,38.28,0.9,1.5,1
163,399465.109,3875942.612,0.295,0.2377,38.514,0.2378,38.518,1.3,2.3,1
164,399465.279,3875942.446,0.302,0.2377,38.751,0.2379,38.756,1.8,3.1,1
165,399465.449,3875942.280,0.312,0.2377,38.989,0.2379,38.994,2.4,4.2,1
166,399465.619,3875942.113,0.323,0.2377,39.227,0.238,39.232,2.6,4.6,1
167,399465.789,3875941.947,0.334,0.2377,39.465,0.238,39.47,2.7,4.6,1
168,399465.959,3875941.781,0.344,0.2377,39.702,0.2379,39.708,2.3,4.0,1
169,399466.129,3875941.615,0.352,0.2377,39.94,0.2379,39.946,2.0,3.5,1
170,399466.299,3875941.449,0.361,0.2377,40.178,0.2379,40.183,2.1,3.7,1
171,399466.469,3875941.282,0.371,0.2377,40.416,0.238,40.421,2.6,4.5,1
172,399466.638,3875941.116,0.386,0.2377,40.653,0.2382,40.66,3.5,6.0,1
173,399466.808,3875940.950,0.403,0.2377,40.891,0.2383,40.898,4.1,7.2,1
174,399466.978,3875940.784,0.425,0.2377,41.129,0.2388,41.137,5.3,9.3,1
175,399467.148,3875940.618,0.449,0.2377,41.367,0.2389,41.376,5.8,10.1,1
176,399467.318,3875940.452,0.473,0.2377,41.604,0.239,41.615,5.8,10.2,1
177,399467.488,3875940.285,0.496,0.2377,41.842,0.2388,41.853,5.5,9.6,1
178,399467.658,3875940.119,0.517,0.2377,42.08,0.2387,42.092,5.0,8.8,1
179,399467.828,3875939.953,0.539,0.2377,42.318,0.2388,42.331,5.3,9.3,1
180,399467.998,3875939.787,0.565,0.2377,42.555,0.2392,42.57,6.3,11.0,1
181,399468.168,3875939.621,0.594,0.2377,42.793,0.2395,42.81,7.0,12.3,1
182,399468.338,3875939.454,0.625,0.2377,43.031,0.2397,43.049,7.3,12.9,1
183,399468.508,3875939.288,0.654,0.2377,43.269,0.2395,43.289,7.0,12.3,1
184,399468.678,3875939.122,0.682,0.2377,43.506,0.2394,43.528,6.7,11.8,1
185,399468.847,3875938.956,0.707,0.2377,43.744,0.239,43.767,5.9,10.3,1
186,399469.017,3875938.790,0.73,0.2377,43.982,0.2389,44.006,5.5,9.7,1
187,399469.187,3875938.624,0.749,0.2377,44.219,0.2385,44.245,4.5,7.9,1
188,399469.357,3875938.457,0.763,0.2377,44.457,0.2382,44.483,3.5,6.1,1
189,399469.527,3875938.291,0.773,0.2377,44.695,0.2379,44.721,2.2,3.9,1
190,399469.697,3875938.125,0.777,0.2377,44.933,0.2378,44.959,1.2,2.1,1
191,399469.867,3875937.959,0.78,0.2377,45.17,0.2378,45.196,0.6,1.0,1
192,399470.037,3875937.793,0.782,0.2377,45.408,0.2377,45.434,0.4,0.7,1
193,399470.207,3875937.627,0.785,0.2377,45.646,0.2378,45.672,0.8,1.5,1
194,399470.377,3875937.460,0.789,0.2377,45.884,0.2378,45.91,0.9,1.6,1
195,399470.547,3875937.294,0.796,0.2377,46.121,0.2378,46.147,1.7,2.9,1
196,399470.717,3875937.128,0.803,0.2377,46.359,0.2379,46.385,1.8,3.2,1
197,399470.886,3875936.962,0.81,0.2377,46.597,0.2378,46.623,1.7,2.9,1
198,399471.056,3875936.796,0.815,0.2377,46.835,0.2378,46.861,1.1,1.9,1
199,399471.226,3875936.629,0.817,0.2377,47.072,0.2378,47.099,0.6,1.0,1
200,399471.396,3875936.463,0.82,0.2377,47.31,0.2378,47.336,0.7,1.2,1
201,399471.566,3875936.297,0.826,0.2377,47.548,0.2378,47.574,1.4,2.5,1
202,399471.736,3875936.131,0.834,0.2377,47.786,0.2379,47.812,1.9,3.3,1
203,399471.906,3875935.965,0.841,0.2377,48.023,0.2379,48.05,1.8,3.1,1
204,399472.076,3875935.799,0.846,0.2377,48.261,0.2378,48.288,1.2,2.1,1
205,399472.246,3875935.632,0.85,0.2377,48.499,0.2378,48.525,0.9,1.6,1
206,399472.416,3875935.466,0.852,0.2377,48.737,0.2377,48.763,0.5,0.8,1
207,399472.586,3875935.300,0.856,0.2377,48.974,0.2378,49.001,1.0,1.7,1
208,399472.756,3875935.134,0.859,0.2377,49.212,0.2378,49.239,0.6,1.1,1
209,399472.926,3875934.968,0.859,0.2377,49.45,0.2377,49.476,0.1,0.1,1
210,399473.095,3875934.801,0.855,0.2377,49.687,0.2378,49.714,0.9,1.5,1
211,399473.265,3875934.635,0.85,0.2377,49.925,0.2378,49.952,1.4,2.4,1
212,399473.435,3875934.469,0.847,0.2377,50.163,0.2378,50.19,0.6,1.0,1
213,399473.605,3875934.303,0.847,0.2377,50.401,0.2377,50.428,0.0,0.0,1
214,399473.775,3875934.137,0.853,0.2377,50.638,0.2378,50.665,1.5,2.6,1
215,399473.945,3875933.971,0.859,0.2377,50.876,0.2378,50.903,1.5,2.6,1
216,399474.115,3875933.804,0.871,0.2377,51.114,0.238,51.141,2.7,4.7,1
217,399474.285,3875933.638,0.882,0.2377,51.352,0.238,51.379,2.7,4.7,1
218,399474.455,3875933.472,0.89,0.2377,51.589,0.2379,51.617,1.9,3.3,1
219,399474.625,3875933.306,0.895,0.2377,51.827,0.2378,51.855,1.4,2.4,1
220,399474.795,3875933.140,0.895,0.2377,52.065,0.2377,52.093,0.0,0.1,1
221,399474.965,3875932.973,0.892,0.2377,52.303,0.2378,52.33,0.8,1.4,1
222,399475.135,3875932.807,0.887,0.2377,52.54,0.2378,52.568,1.3,2.2,1
223,399475.304,3875932.641,0.881,0.2377,52.778,0.2378,52.806,1.5,2.7,1
224,399475.474,3875932.475,0.876,0.2377,53.016,0.2378,53.044,1.0,1.7,1
225,399475.644,3875932.309,0.875,0.2377,53.254,0.2377,53.281,0.4,0.7,1
226,399475.814,3875932.143,0.874,0.2377,53.491,0.2377,53.519,0.2,0.4,1
227,399475.984,3875931.976,0.875,0.2377,53.729,0.2377,53.757,0.3,0.5,1
228,399476.154,3875931.810,0.873,0.2377,53.967,0.2378,53.995,0.6,1.0,1
229,399476.324,3875931.644,0.872,0.2377,54.205,0.2377,54.232,0.1,0.1,1
230,399476.494,3875931.478,0.873,0.2377,54.442,0.2377,54.47,0.0,0.1,1
231,399476.664,3875931.312,0.876,0.2377,54.68,0.2378,54.708,0.9,1.5,1
232,399476.834,3875931.146,0.88,0.2377,54.918,0.2378,54.946,1.0,1.7,1
233,399477.004,3875930.979,0.885,0.2377,55.155,0.2378,55.184,1.2,2.1,1
234,399477.174,3875930.813,0.889,0.2377,55.393,0.2378,55.421,0.9,1.6,1
235,399477.344,3875930.647,0.893,0.2377,55.631,0.2378,55.659,0.8,1.4,1
236,399477.513,3875930.481,0.895,0.2377,55.869,0.2377,55.897,0.5,0.9,1
237,399477.683,3875930.315,0.897,0.2377,56.106,0.2377,56.135,0.5,0.9,1
238,399477.853,3875930.148,0.899,0.2377,56.344,0.2377,56.372,0.4,0.7,1
239,399478.023,3875929.982,0.899,0.2377,56.582,0.2377,56.61,0.2,0.4,1
240,399478.193,3875929.816,0.901,0.2377,56.82,0.2377,56.848,0.3,0.5,1
241,399478.363,3875929.650,0.901,0.2377,57.057,0.2377,57.086,0.1,0.1,1
242,399478.533,3875929.484,0.903,0.2377,57.295,0.2377,57.323,0.4,0.7,1
243,399478.703,3875929.318,0.906,0.2377,57.533,0.2378,57.561,0.8,1.5,1
244,399478.873,3875929.151,0.909,0.2377,57.771,0.2378,57.799,0.8,1.4,1
245,399479.043,3875928.985,0.912,0.2377,58.008,0.2378,58.037,0.6,1.0,1
246,399479.213,3875928.819,0.912,0.2377,58.246,0.2377,58.274,0.1,0.2,1
247,399479.383,3875928.653,0.911,0.2377,58.484,0.2377,58.512,0.3,0.5,1
248,399479.553,3875928.487,0.912,0.2377,58.722,0.2377,58.75,0.2,0.4,1
249,399479.722,3875928.320,0.912,0.2377,58.959,0.2377,58.988,0.0,0.0,1
250,399479.892,3875928.154,0.913,0.2377,59.197,0.2377,59.225,0.3,0.5,1
251,399480.062,3875927.988,0.912,0.2377,59.435,0.2377,59.463,0.3,0.5,1
252,399480.232,3875927.822,0.909,0.2377,59.673,0.2378,59.701,0.7,1.3,1
253,399480.402,3875927.656,0.906,0.2377,59.91,0.2378,59.939,0.7,1.2,1
254,399480.572,3875927.490,0.906,0.2377,60.148,0.2377,60.176,0.2,0.4,1
255,399480.742,3875927.323,0.907,0.2377,60.386,0.2377,60.414,0.3,0.6,1
256,399480.912,3875927.157,0.909,0.2377,60.623,0.2378,60.652,0.6,1.1,1
